# index, label, _pos
0,0,"array([-4.36343477, -6.48623797])"
1,1,"array([-4.22703646, -6.41714128])"
2,4,"array([-4.47153336, -6.39680921])"
3,5,"array([-4.35363704, -6.62696489])"
4,2,"array([-4.09157347, -6.48980859])"
5,23,"array([-4.2075376 , -6.26424441])"
6,6,"array([-4.09740759, -6.64470934])"
7,13,"array([-3.99450091, -6.39158206])"
8,3,"array([-4.2182613, -6.7112163])"
9,8,"array([-4.18168285, -6.84736941])"
10,19,"array([-4.55092851, -6.49828766])"
11,24,"array([-4.46159377, -6.23763742])"
12,20,"array([-4.48193654, -6.63274467])"
13,27,"array([-3.95826153, -6.69442041])"
14,7,"array([-4.33860291, -6.18002192])"
15,21,"array([-4.29721107, -6.03847034])"
16,22,"array([-4.33418617, -6.85200405])"
17,43,"array([-4.02590427, -6.82921129])"
18,9,"array([-3.85156259, -6.43891681])"
19,30,"array([-3.83032256, -6.58150066])"
20,46,"array([-3.8056613 , -6.29931478])"
21,10,"array([-4.02875307, -6.09936789])"
22,16,"array([-4.0707975 , -6.24455182])"
23,29,"array([-4.13093647, -5.99973227])"
24,31,"array([-3.88762975, -6.14488408])"
25,11,"array([-3.73256165, -6.54406552])"
26,25,"array([-3.82435751, -6.66397308])"
27,40,"array([-3.71087915, -6.38353498])"
28,12,"array([-4.08397171, -6.75184273])"
29,18,"array([-4.26049255, -6.78883712])"
30,32,"array([-3.93296878, -6.78057321])"
31,49,"array([-4.03227857, -6.60503818])"
32,14,"array([-4.473902  , -6.77282071])"
33,42,"array([-4.54836714, -6.68001101])"
34,15,"array([-4.66011814, -6.40945153])"
35,28,"array([-4.64529939, -6.2502359 ])"
36,38,"array([-4.62927098, -6.52542459])"
37,17,"array([-4.54953444, -6.22790095])"
38,33,"array([-4.4182336 , -6.10684293])"
39,44,"array([-4.5540885 , -6.38080782])"
40,55,"array([-4.38617856, -6.70224079])"
41,39,"array([-4.44522069, -6.01373763])"
42,35,"array([-4.55197745, -6.13114613])"
43,52,"array([-3.90181388, -6.53661554])"
44,26,"array([-4.1951006 , -5.94550522])"
45,34,"array([-4.04375142, -5.94033242])"
46,45,"array([-4.35414364, -5.96759935])"
47,50,"array([-4.13474133, -6.08175075])"
48,36,"array([-3.90119523, -6.01676136])"
49,57,"array([-4.26640722, -6.14826954])"
50,54,"array([-3.81781209, -6.11914787])"
51,37,"array([-4.31149164, -6.55434837])"
52,41,"array([-4.38930303, -6.40508008])"
53,51,"array([-4.16580364, -6.52331404])"
54,47,"array([-3.74776368, -6.2569349 ])"
55,53,"array([-4.27915617, -6.305685  ])"
56,48,"array([-3.86375337, -6.36371708])"
57,58,"array([-3.98169036, -6.29031314])"
58,59,"array([-3.971567  , -6.15272694])"
59,56,"array([-4.13174211, -6.36765003])"
