# index, label, _pos
112,28,"array([1.86849515, 1.51483649])"
113,88,"array([1.78774385, 1.47003843])"
114,148,"array([1.9411905 , 1.45597899])"
115,191,"array([1.87601078, 1.60399074])"
116,29,"array([2.28729467, 1.80446443])"
117,89,"array([2.23653101, 1.77000698])"
118,149,"array([2.20446771, 1.86388358])"
119,198,"array([2.36272002, 1.73032906])"
120,30,"array([2.10862028, 1.08678587])"
121,90,"array([2.10401903, 1.1733792 ])"
122,150,"array([2.19634435, 1.06457843])"
123,197,"array([2.02776656, 1.03025322])"
124,31,"array([2.1907313 , 1.58482879])"
125,91,"array([2.19628738, 1.67391485])"
126,151,"array([2.25567431, 1.50468187])"
127,222,"array([2.10300308, 1.56180675])"
128,32,"array([1.74978786, 0.93639321])"
129,92,"array([1.67969097, 1.00250976])"
130,152,"array([1.84552131, 0.95537656])"
131,219,"array([1.72759984, 0.86167249])"
132,33,"array([1.71121191, 1.76422184])"
133,93,"array([1.72736459, 1.84755543])"
134,153,"array([1.62747284, 1.70135126])"
135,207,"array([1.80212319, 1.73512925])"
136,34,"array([2.07032478, 1.85799427])"
137,94,"array([2.14968219, 1.80218321])"
138,154,"array([1.96913963, 1.84957927])"
139,202,"array([2.1072656 , 1.90514887])"
140,35,"array([2.04139662, 1.57969949])"
141,95,"array([2.1307722 , 1.60421681])"
142,155,"array([1.96525112, 1.64100045])"
143,205,"array([2.03069409, 1.49057253])"
144,36,"array([2.03718252, 1.71586898])"
145,96,"array([2.12925088, 1.73290516])"
146,156,"array([2.0301134 , 1.62885907])"
147,194,"array([1.95691435, 1.77113532])"
148,37,"array([1.34265139, 1.23110451])"
149,97,"array([1.31744535, 1.32800139])"
150,157,"array([1.3599744 , 1.13257794])"
151,196,"array([1.41643366, 1.24819295])"
152,38,"array([1.66400085, 1.27834941])"
153,98,"array([1.6906016 , 1.36566135])"
154,158,"array([1.57632686, 1.26003756])"
155,226,"array([1.73002511, 1.20770939])"
156,39,"array([2.07475611, 1.74620425])"
157,99,"array([2.14575432, 1.68015484])"
158,159,"array([2.09925155, 1.82093021])"
159,212,"array([1.97887449, 1.72624349])"
160,40,"array([1.98552213, 1.35452327])"
161,100,"array([2.0508963 , 1.29138126])"
162,160,"array([1.89920047, 1.31717116])"
163,195,"array([2.00284929, 1.44333542])"
164,41,"array([1.41050848, 1.44416786])"
165,101,"array([1.33639223, 1.42531649])"
166,161,"array([1.44341589, 1.35185006])"
167,193,"array([1.46396638, 1.53551393])"
168,42,"array([1.62663844, 1.09250413])"
169,102,"array([1.62570109, 1.00118212])"
170,162,"array([1.71719258, 1.1169259 ])"
171,211,"array([1.55545438, 1.16852531])"
172,43,"array([1.91339822, 0.82708884])"
173,103,"array([2.00744752, 0.79839626])"
174,163,"array([1.81470141, 0.81109544])"
175,225,"array([1.92883643, 0.9054112 ])"
176,44,"array([1.56956648, 1.44040429])"
177,104,"array([1.65350268, 1.44491384])"
178,164,"array([1.54878645, 1.52889678])"
179,189,"array([1.52746376, 1.35011649])"
180,45,"array([1.91090422, 1.85322033])"
181,105,"array([1.81724242, 1.88135443])"
182,165,"array([1.89538218, 1.77439571])"
183,223,"array([2.01103574, 1.8698498 ])"
184,46,"array([2.15313901, 1.39788901])"
185,106,"array([2.12861781, 1.31145922])"
186,166,"array([2.0899903 , 1.47197582])"
187,218,"array([2.23530575, 1.41107203])"
188,47,"array([1.84491564, 1.46982239])"
189,107,"array([1.77037003, 1.52766015])"
190,167,"array([1.93133647, 1.50697285])"
191,199,"array([1.828273  , 1.37918858])"
192,48,"array([1.66512708, 1.40722043])"
193,108,"array([1.68251972, 1.49906869])"
194,168,"array([1.73918592, 1.34480412])"
195,184,"array([1.57928118, 1.38727065])"
196,49,"array([1.49894248, 1.15205435])"
197,109,"array([1.56353149, 1.09763264])"
198,169,"array([1.43686118, 1.10275409])"
199,187,"array([1.49004844, 1.25092786])"
200,50,"array([1.68544287, 1.85108103])"
201,110,"array([1.71397424, 1.91011479])"
202,170,"array([1.78104547, 1.84836989])"
203,183,"array([1.5986611 , 1.79418827])"
204,51,"array([1.36423398, 1.28230579])"
205,111,"array([1.33253593, 1.36879658])"
206,171,"array([1.4288301 , 1.31893685])"
207,203,"array([1.37936542, 1.18013339])"
208,52,"array([1.63422033, 1.22830528])"
209,112,"array([1.63182791, 1.13990075])"
210,172,"array([1.56398833, 1.29506721])"
211,204,"array([1.72269778, 1.25559112])"
212,53,"array([1.3918471 , 1.61133676])"
213,113,"array([1.34349815, 1.51965779])"
214,173,"array([1.46709675, 1.63429428])"
215,182,"array([1.44018749, 1.68136235])"
216,54,"array([1.86186123, 1.65272598])"
217,114,"array([1.77789472, 1.60886337])"
218,174,"array([1.8635404 , 1.73821111])"
219,200,"array([1.94073031, 1.59716543])"
220,55,"array([1.47337834, 1.06058484])"
221,115,"array([1.54503946, 0.98961499])"
222,175,"array([1.463703 , 1.1601392])"
223,190,"array([1.40876007, 1.03914575])"
224,56,"array([1.40850077, 1.50665743])"
225,116,"array([1.34376428, 1.46315067])"
226,176,"array([1.44637473, 1.60067797])"
227,181,"array([1.4495773 , 1.42314732])"
228,57,"array([1.55884056, 1.80293717])"
229,117,"array([1.64381699, 1.86459055])"
230,177,"array([1.51032062, 1.76246488])"
231,186,"array([1.53647425, 1.71355974])"
232,58,"array([1.55928165, 1.56191204])"
233,118,"array([1.64290372, 1.56832363])"
234,178,"array([1.52380919, 1.4642982 ])"
235,180,"array([1.52974664, 1.63912247])"
236,59,"array([1.68658702, 1.71939004])"
237,119,"array([1.69785485, 1.63944068])"
238,179,"array([1.59274869, 1.71938575])"
239,185,"array([1.77247859, 1.77202975])"
