458.48,449.48
530.39,453.01
529.7,460.04
527.38,470.38
518.35,489.48
486.03,516.0
407.57,500.39
458.48,377.48
600.92,470.61
598.16,484.47
594.06,497.99
661.85,522.25
588.65,511.05
581.99,523.51
569.79,540.83
643.75,560.53
631.97,578.15
618.53,594.54
671.87,642.89
555.18,556.18
544.26,565.14
526.36,576.48
486.57,590.71
587.15,622.97
569.53,634.75
550.83,644.74
531.25,652.85
510.96,659.01
479.65,664.44
581.62,709.83
528.46,728.85
500.74,734.36
472.61,737.13
476.14,809.05
451.41,593.31
437.35,591.92
416.68,587.28
378.48,569.21
325.44,504.59
426.79,663.14
406.0,659.01
385.71,652.85
366.13,644.74
347.43,634.75
321.45,616.45
298.43,594.54
284.99,578.15
267.98,551.3
246.63,491.62
361.46,720.64
310.42,696.51
286.92,680.8
265.07,662.87
216.72,716.22
227.16,621.04
211.45,597.54
198.13,572.62
187.31,546.5
179.11,519.46
171.87,477.71
133.04,603.4
109.27,536.95
102.38,502.3
98.913,467.14
27.0,470.68
314.65,442.41
316.04,428.35
320.68,407.68
338.75,369.48
403.37,316.44
560.3,347.66
244.82,417.79
248.95,397.0
255.11,376.71
263.22,357.13
273.21,338.43
291.51,312.45
313.42,289.43
329.81,275.99
356.66,258.98
416.34,237.63
469.08,233.74
490.17,235.82
521.18,242.78
578.48,269.88
658.04,366.82
187.31,352.46
211.45,301.42
227.16,277.92
245.09,256.07
191.74,207.72
286.92,218.16
310.42,202.45
335.34,189.13
361.46,178.31
388.5,170.11
430.25,162.87
304.56,124.04
371.01,100.27
405.66,93.376
440.82,89.913
437.28,18.0
500.74,164.6
528.46,170.11
555.5,178.31
581.62,189.13
606.54,202.45
641.18,226.85
671.87,256.07
689.8,277.92
712.47,313.72
740.95,393.29
579.76,110.52
643.56,140.7
672.93,160.32
700.24,182.74
747.63,235.03
767.26,264.4
783.92,295.56
797.44,328.2
807.69,362.01
816.75,414.19
748.59,129.39
849.0,264.78
877.53,344.51
885.8,386.09
889.96,428.28
961.87,424.75
