# index, label, _pos
367,367,"array([3.5275892 , 6.36995893])"
368,368,"array([3.60248463, 6.26601901])"
369,369,"array([3.39012736, 6.39685524])"
370,370,"array([3.53785465, 6.16675096])"
371,371,"array([3.40382062, 6.1899499 ])"
372,372,"array([3.74922087, 6.82039083])"
373,373,"array([3.95191805, 6.7164633 ])"
374,374,"array([4.15389996, 6.62480785])"
375,375,"array([4.10964603, 6.50230928])"
376,376,"array([3.97954516, 6.48875419])"
377,377,"array([3.90468738, 6.5941377 ])"
378,378,"array([3.77229139, 6.59043333])"
379,379,"array([3.69917987, 6.70334656])"
380,380,"array([3.92850416, 6.37054514])"
381,381,"array([3.79515663, 6.36738157])"
382,382,"array([3.72028551, 6.47346225])"
383,383,"array([3.73694722, 6.25603283])"
384,384,"array([4.47438559, 6.34177015])"
385,385,"array([4.42525765, 6.53361288])"
386,386,"array([4.37448211, 6.7338169 ])"
387,387,"array([3.67613939, 6.49980886])"
388,388,"array([3.80702565, 6.50755984])"
389,389,"array([3.59536102, 6.58611862])"
390,390,"array([3.85555922, 6.61947258])"
391,391,"array([3.98535293, 6.63806668])"
392,392,"array([3.77429657, 6.70836397])"
393,393,"array([4.03160717, 6.75345116])"
394,394,"array([4.15878729, 6.77852756])"
395,395,"array([3.9511924 , 6.84146723])"
396,396,"array([4.20114389, 6.89375411])"
397,397,"array([4.12196253, 6.97770335])"
398,398,"array([3.70468418, 6.30426773])"
399,399,"array([3.83786439, 6.30682538])"
400,400,"array([3.64263126, 6.20481921])"
401,401,"array([3.92332179, 6.21809316])"
402,402,"array([4.06079195, 6.23247859])"
403,403,"array([3.86122859, 6.11229715])"
404,404,"array([4.15269008, 6.1530798 ])"
405,405,"array([4.28830123, 6.18391497])"
406,406,"array([4.09330945, 6.04468054])"
407,407,"array([4.38481509, 6.11746006])"
408,408,"array([4.33060376, 6.0081247 ])"
409,409,"array([4.34173008, 6.29866668])"
410,410,"array([4.2480343 , 6.37523767])"
411,411,"array([4.11404451, 6.34683978])"
412,412,"array([4.02479692, 6.43252908])"
413,413,"array([3.89118465, 6.4174456 ])"
414,414,"array([4.29575752, 6.49447834])"
415,415,"array([4.20434761, 6.57595915])"
416,416,"array([4.07234896, 6.55031791])"
417,417,"array([4.24780973, 6.69683409])"
418,418,"array([4.19191658, 5.97569918])"
419,419,"array([3.95221267, 6.03016989])"
420,420,"array([3.72161466, 6.1130009 ])"
421,421,"array([3.44580115, 5.78129794])"
422,422,"array([3.51579333, 5.76358935])"
423,423,"array([3.31466401, 5.84059756])"
424,424,"array([3.40423336, 5.8346779 ])"
425,425,"array([3.49566801, 5.88872066])"
426,426,"array([3.26355289, 5.88921504])"
427,427,"array([3.40236209, 5.98161261])"
428,428,"array([3.50211816, 6.04570699])"
429,429,"array([3.26767648, 6.03340603])"
430,430,"array([3.43129847, 6.14236939])"
431,431,"array([3.30254316, 6.19169668])"
432,432,"array([3.78606256, 5.7109183 ])"
433,433,"array([4.01312211, 5.73018679])"
434,434,"array([4.23632793, 5.82317832])"
435,435,"array([4.12614339, 5.87612746])"
436,436,"array([3.98027736, 5.86292762])"
437,437,"array([3.89986981, 5.78060101])"
438,438,"array([3.75261599, 5.7868163 ])"
439,439,"array([3.6615148 , 5.73519814])"
440,440,"array([3.88048227, 5.93339448])"
441,441,"array([3.73350689, 5.93692356])"
442,442,"array([3.64809803, 5.85774448])"
443,443,"array([3.64551193, 6.02210564])"
444,444,"array([4.27037924, 7.50611008])"
445,445,"array([4.2545724 , 7.70945384])"
446,446,"array([4.23395368, 7.91450388])"
447,447,"array([3.5196554, 7.7334775])"
448,448,"array([3.6454272 , 7.76658092])"
449,449,"array([3.43257236, 7.81402489])"
450,450,"array([3.69493655, 7.87839313])"
451,451,"array([3.82828343, 7.9011811 ])"
452,452,"array([3.60798982, 7.96611149])"
453,453,"array([3.88645701, 8.00760611])"
454,454,"array([4.02071695, 8.01668168])"
455,455,"array([3.80184642, 8.09866879])"
456,456,"array([4.08462168, 8.11353733])"
457,457,"array([4.00643547, 8.20651418])"
458,458,"array([3.55319791, 7.53035175])"
459,459,"array([3.67711607, 7.55862047])"
460,460,"array([3.50153012, 7.41986294])"
461,461,"array([3.75450913, 7.45977327])"
462,462,"array([3.88186208, 7.48001224])"
463,463,"array([3.7042924 , 7.34515861])"
464,464,"array([3.95548359, 7.3765751 ])"
465,465,"array([4.08212482, 7.39321883])"
466,466,"array([3.90339726, 7.2631138 ])"
467,467,"array([4.15088619, 7.29061894])"
468,468,"array([4.09795843, 7.18151048])"
469,469,"array([4.14013315, 7.50112045])"
470,470,"array([4.06549701, 7.60511075])"
471,471,"array([3.93508675, 7.59269596])"
472,472,"array([3.85666813, 7.69344833])"
473,473,"array([3.72721048, 7.67198453])"
474,474,"array([4.12267166, 7.71113052])"
475,475,"array([4.04333516, 7.8138157 ])"
476,476,"array([3.91107344, 7.80441495])"
477,477,"array([4.10135655, 7.91787752])"
478,478,"array([3.97478804, 7.16104023])"
479,479,"array([3.77755941, 7.24297664])"
480,480,"array([3.57772091, 7.3236948 ])"
481,481,"array([3.39419761, 6.66752873])"
482,482,"array([3.27540901, 6.64222609])"
483,483,"array([3.43869193, 6.77590869])"
484,484,"array([3.3569437 , 6.87444913])"
485,485,"array([3.23513047, 6.85306813])"
486,486,"array([3.41392843, 6.98235657])"
487,487,"array([3.33597809, 7.08629195])"
488,488,"array([3.3981508 , 7.20118252])"
489,489,"array([3.21148156, 7.07351438])"
490,490,"array([3.32355833, 7.29409965])"
491,491,"array([3.20233056, 7.28626804])"
492,492,"array([3.64464464, 6.69213684])"
493,493,"array([3.82452117, 6.81830504])"
494,494,"array([3.99925931, 6.95379229])"
495,495,"array([3.92545538, 7.04847524])"
496,496,"array([3.80060854, 7.02672363])"
497,497,"array([3.74957256, 6.91370288])"
498,498,"array([3.62129614, 6.89526494])"
499,499,"array([3.56653947, 6.78627044])"
500,500,"array([3.72800672, 7.12737212])"
501,501,"array([3.6011102 , 7.10814775])"
502,502,"array([3.54585229, 6.99485829])"
503,503,"array([3.527373  , 7.21214745])"
504,504,"array([4.30687551, 8.47730435])"
505,505,"array([4.32848295, 8.38863875])"
506,506,"array([4.32285326, 8.23685157])"
507,507,"array([3.48690474, 8.27947172])"
508,508,"array([3.62502363, 8.31443284])"
509,509,"array([3.42782069, 8.17622544])"
510,510,"array([3.72390745, 8.2446599 ])"
511,511,"array([3.86550575, 8.26373496])"
512,512,"array([3.660371  , 8.14125367])"
513,513,"array([3.95172549, 8.17519889])"
514,514,"array([4.0912335 , 8.17699502])"
515,515,"array([3.88676611, 8.07532661])"
516,516,"array([4.16683129, 8.07994725])"
517,517,"array([4.10038369, 7.98590306])"
518,518,"array([3.44336486, 8.40638861])"
519,519,"array([3.58312057, 8.43861883])"
520,520,"array([3.31966713, 8.40111992])"
521,521,"array([3.65642139, 8.49283811])"
522,522,"array([3.80289178, 8.51012197])"
523,523,"array([3.53914743, 8.45765301])"
524,524,"array([3.88546727, 8.50387028])"
525,525,"array([4.03314665, 8.50512502])"
526,526,"array([3.78083457, 8.43921539])"
527,527,"array([4.11349707, 8.43627534])"
528,528,"array([4.01055166, 8.37589298])"
529,529,"array([4.16028605, 8.50599252])"
530,530,"array([4.07471204, 8.47816523])"
531,531,"array([3.92724014, 8.48194418])"
532,532,"array([3.84274938, 8.41948353])"
533,533,"array([3.69855583, 8.40152056])"
534,534,"array([4.17968591, 8.41427173])"
535,535,"array([4.08924003, 8.34875718])"
536,536,"array([3.9439711 , 8.35076399])"
537,537,"array([4.17464657, 8.25648131])"
538,538,"array([3.86910635, 8.19801669])"
539,539,"array([3.66612671, 8.07371917])"
540,540,"array([3.47906747, 7.92681109])"
541,541,"array([3.08930913, 8.2724096 ])"
542,542,"array([2.9766533, 8.1853113])"
543,543,"array([3.18695935, 8.25805787])"
544,544,"array([3.121811  , 8.15084598])"
545,545,"array([3.00101887, 8.06753224])"
546,546,"array([3.21693704, 8.10610758])"
547,547,"array([3.16366285, 7.99050294])"
548,548,"array([3.25996558, 7.93715632])"
549,549,"array([3.04876948, 7.90850625])"
550,550,"array([3.21697536, 7.81993287])"
551,551,"array([3.10810446, 7.74135199])"
552,552,"array([3.39911203, 8.41595871])"
553,553,"array([3.63674819, 8.41435715])"
554,554,"array([3.86863971, 8.36765952])"
555,555,"array([3.78457094, 8.28167428])"
556,556,"array([3.64394912, 8.25463609])"
557,557,"array([3.55165656, 8.32365969])"
558,558,"array([3.41407292, 8.2771084 ])"
559,559,"array([3.31545546, 8.32450072])"
560,560,"array([3.57537356, 8.15235973])"
561,561,"array([3.44136028, 8.1084692 ])"
562,562,"array([3.34543465, 8.17075356])"
563,563,"array([3.38479083, 7.99724516])"
564,564,"array([3.99715705, 7.76999634])"
565,565,"array([3.82321562, 7.63691131])"
566,566,"array([3.6552455 , 7.49123819])"
567,567,"array([3.24322475, 8.01108621])"
568,568,"array([3.33990664, 7.94450118])"
569,569,"array([3.11696539, 7.94739064])"
570,570,"array([3.2942    , 7.82560499])"
571,571,"array([3.3915986 , 7.75012087])"
572,572,"array([3.17152218, 7.7624876 ])"
573,573,"array([3.35415601, 7.62813299])"
574,574,"array([3.44714903, 7.54330209])"
575,575,"array([3.23645046, 7.55961001])"
576,576,"array([3.41835496, 7.41752324])"
577,577,"array([3.30210187, 7.35421983])"
578,578,"array([3.52471934, 8.1060068 ])"
579,579,"array([3.75043019, 8.05631487])"
580,580,"array([3.9685449 , 7.97988855])"
581,581,"array([3.91594377, 7.87056308])"
582,582,"array([3.78364914, 7.85168458])"
583,583,"array([3.69656717, 7.945286  ])"
584,584,"array([3.56434303, 7.91262979])"
585,585,"array([3.46993362, 7.99313755])"
586,586,"array([3.73828115, 7.73586591])"
587,587,"array([3.6101871 , 7.70695806])"
588,588,"array([3.51920032, 7.79564197])"
589,589,"array([3.57069997, 7.58642748])"
590,590,"array([2.55194192, 7.18070809])"
591,591,"array([2.58066111, 7.04517057])"
592,592,"array([2.58749912, 7.31745623])"
593,593,"array([2.68548637, 7.32358713])"
594,594,"array([2.71310139, 7.18935677])"
595,595,"array([2.74669998, 7.448883  ])"
596,596,"array([2.84837974, 7.430136  ])"
597,597,"array([2.86471789, 7.29439854])"
598,598,"array([2.91610929, 7.54372125])"
599,599,"array([3.01720285, 7.51438114])"
600,600,"array([3.04238014, 7.39705293])"
601,601,"array([2.90457494, 8.07755651])"
602,602,"array([2.95541282, 7.94480165])"
603,603,"array([3.01388613, 7.7815253 ])"
604,604,"array([2.85772563, 8.01656642])"
605,605,"array([2.9089469 , 7.93744858])"
606,606,"array([2.76493066, 7.92328923])"
607,607,"array([2.69884516, 7.79680439])"
608,608,"array([2.75865302, 7.72795126])"
609,609,"array([2.62674554, 7.6849221 ])"
610,610,"array([2.57845186, 7.55155411])"
611,611,"array([2.6434128 , 7.49280274])"
612,612,"array([2.52916872, 7.42985278])"
613,613,"array([2.4987925 , 7.29465295])"
614,614,"array([2.56067083, 7.24313628])"
615,615,"array([2.59174036, 7.45383635])"
616,616,"array([2.65339561, 7.58714484])"
617,617,"array([2.68011933, 7.72004728])"
618,618,"array([2.75625847, 7.84639638])"
619,619,"array([2.80878076, 7.96975308])"
620,620,"array([2.75618351, 7.58287046])"
621,621,"array([2.82742817, 7.70697111])"
622,622,"array([2.84968415, 7.84628824])"
623,623,"array([2.92303278, 7.67933489])"
624,624,"array([2.68417682, 7.0522285 ])"
625,625,"array([2.81691923, 7.17327099])"
626,626,"array([2.97783143, 7.2878536 ])"
