# index, name, family, order, is_pollinator, _pos
1514,Tachina mella,Tachinidae,Diptera,1,"array([3.45736491, 1.70521701])"
1515,Teleas lineaticeps,Scelionidae,Hymenoptera,1,"array([3.34846476, 1.91494749])"
1516,Tetrachrysis nortonii,Chrysididae,Hymenoptera,1,"array([3.1417336 , 1.62482064])"
1517,Therioplectes illotus,Tabanidae,Diptera,1,"array([3.23356959, 1.71184813])"
1518,Trirhabda tomentosa,Chrysomelidae,Coleoptera,1,"array([3.02697534, 1.5549978 ])"
1519,Trypoxylon clavatum,Trypoxylidae,Hymenoptera,1,"array([3.14038537, 1.34101492])"
1520,Penstemon hirsutus,Scrophulariaceae,,0,"array([4.52400197, 0.64631583])"
1521,Penstemon laevigatus,Scrophulariaceae,,0,"array([4.38427511, 0.60440355])"
1522,Petalostemum candidum,Leguminosae,,0,"array([3.92694685, 0.63707023])"
1523,Petalostemum purpureum,Leguminosae,,0,"array([4.05614543, 0.42413495])"
1524,Colletes albescens,Colletidae,Hymenoptera,1,"array([ 4.31900512, -0.36853316])"
1525,Colletes robertsonii,Colletidae,Hymenoptera,1,"array([ 4.3465607, -0.3079407])"
1526,Euschistus ictericus,Pentatomidae,Hemiptera,1,"array([3.67174091, 0.99819922])"
1527,Xenoglossodes albata,Euceridae,Hymenoptera,1,"array([ 4.25428005, -0.40716757])"
1528,Philadelphus grandiflorus,Saxifragaceae,,0,"array([4.16054309, 0.99953594])"
1529,Phlox divaricata,Plantaginaceae,,0,"array([4.49439523, 0.52139243])"
1530,Phlox glaberrima,Plantaginaceae,,0,"array([4.49222412, 0.46906955])"
1531,Phlox pilosa,Plantaginaceae,,0,"array([4.43920223, 0.53539878])"
1532,Phryma leptostachya,Phrymaceae,,0,"array([4.81840036, 0.79000898])"
1533,Physalis lanceolata,Solanaceae,,0,"array([3.74046163, 0.11640169])"
1534,Zaperdita maura,Panurgidae,Hymenoptera,1,"array([ 3.08951314, -0.07807662])"
1535,Physalis subglabrata,Solanaceae,,0,"array([ 3.18178206, -0.33982993])"
1536,Physalis virginiana,Solanaceae,,0,"array([3.31478287, 0.51544357])"
1537,Physostegia virginiana,Labiatae,,0,"array([4.4511066 , 0.20592155])"
1538,Phytolacca decandra,Phytolaccaceae,,0,"array([3.95332445, 0.62090956])"
1539,Plantago major,Plantaginaceae,,0,"array([4.71077886, 0.43869188])"
1540,Poa pratensis,Gramineae (anemophilous),,0,"array([4.9502156 , 0.86738626])"
1541,Podophyllum peltatum,Berberidaceae,,0,"array([4.67910577, 0.51127224])"
1542,Polemonium reptans,Plantaginaceae,,0,"array([4.42089909, 0.84704205])"
1543,Polygala sanguinea,Polygalaceae,,0,"array([ 3.95505954, -0.11577519])"
1544,Polygonatum commutatum,Liliaceae,,0,"array([4.66145006, 0.46169443])"
1545,Polygonum acre,Polygonaceae,,0,"array([3.72010169, 0.49534591])"
1546,Polygonum amphibium,Polygonaceae,,0,"array([4.5410278 , 0.10236132])"
1547,Polygonum hydropiper,Polygonaceae,,0,"array([3.58087014, 1.31060768])"
1548,Polygonum hydropiperoides,Polygonaceae,,0,"array([3.66880724, 0.74247074])"
1549,Listronotus caudatus,Curculionidae,Coleoptera,1,"array([2.90879923, 0.64231966])"
1550,Tetrachrysis nitidula,Crysididae,Hymenoptera,1,"array([2.90544643, 0.57406505])"
1551,Polygonum lapathifolium,Polygonaceae,,0,"array([3.72412233, 0.62227231])"
1552,Polygonum pennsylvanicum,Polygonaceae,,0,"array([3.83464591, 0.68086483])"
1553,Polygonum persicaria,Polygonaceae,,0,"array([3.81430115, 0.76441196])"
1554,Polygonum scandens,Polygonaceae,,0,"array([3.71932552, 0.82262522])"
1555,Hypostena dunningii,Tachinidae,Diptera,1,"array([3.94345644, 1.49947521])"
1556,Polytaenia nuttallii,Umbelliferae,,0,"array([3.90177407, 1.0385582 ])"
1557,Allognosta obscuriventris,Stratiomyidae,Diptera,1,"array([3.75440803, 1.58210651])"
1558,Eurytoma diastrophi,Chalcididae,Hymenoptera,1,"array([3.34456064, 1.37847024])"
1559,Pontederia cordata,Pontederiaceae,,0,"array([ 4.53500386, -0.06045862])"
1560,Populus deltoides,Salicaceae,,0,"array([4.9784456 , 0.48498444])"
1561,Populus tremuloides,Salicaceae,,0,"array([4.81080445, 0.15963523])"
1562,Portulaca oleracea,Portulacaceae,,0,"array([3.44326616, 0.87786911])"
1563,Potentilla canadensis,Rosaceae,,0,"array([4.20306948, 0.88819274])"
1564,Potentilla monspeliensis norvegica,Rosaceae,,0,"array([3.95725252, 0.84798742])"
1565,Prenanthes aspera,Compositae,,0,"array([4.92838267, 0.0235347 ])"
1566,Prenanthes crepidinea,Compositae,,0,"array([4.27595543, 0.20162523])"
1567,Prunella vulgaris,Labiatae,,0,"array([4.28958276, 0.46909169])"
1568,Prunus americana,Rosaceae,,0,"array([4.28620659, 1.01335931])"
1569,Bathycetes scutellaris,Ichneumonidae,Hymenoptera,1,"array([4.71708573, 1.61537242])"
1570,Orsodachna atra,Chrysomelidae,Coleoptera,1,"array([4.62942521, 1.3421542 ])"
1571,Prunus serotina,Rosaceae,,0,"array([4.16981466, 1.09247634])"
1572,Brachyopa vacua,Syrphidae,Diptera,1,"array([4.59974649, 1.38919295])"
1573,Dolerus sericeus,Tenthredinidae,Hymenoptera,1,"array([4.4116624 , 1.66131478])"
1574,Scatopse notata,Bibionidae,Diptera,1,"array([4.61439487, 1.70900452])"
1575,Psedera quinquefolia,Vitaceae,,0,"array([ 4.06922073, -0.38349218])"
1576,Psoralea onobrychis,Leguminosae,,0,"array([4.14913576, 0.48375601])"
1577,Schinia jaguarina,Noctuidae,Lepidoptera,1,"array([ 4.20918192, -0.26654046])"
1578,Ptelea trifoliata,Rutaceae,,0,"array([4.01815382, 1.0574832 ])"
1579,Alypia octomaculata,Agaristidae,Lepidoptera,1,"array([4.16912145, 1.79157002])"
1580,Dalmannia nigriceps,Conopidae,Diptera,1,"array([3.96870441, 1.79256563])"
1581,Neonympha eurytus,Nymphalidae,Lepidoptera,1,"array([3.64432396, 1.12363814])"
1582,Pycnanthemum flexuosum,Labiatae,,0,"array([3.81566427, 0.50449488])"
1583,Clytiomyia fucata,Tachinidae,Diptera,1,"array([ 3.67425529, -0.24403732])"
1584,Colletes similis,Colletidae,Hymenoptera,1,"array([ 3.60529577, -0.23824872])"
1585,Epeolus lectoides,Epeolidae,Hymenoptera,1,"array([ 3.68956007, -0.31433757])"
1586,Euchistus ictericus,Pentatomidae,Hemiptera,1,"array([ 3.42086021, -0.20374224])"
1587,Ortholomus longiceps,Lycaenidae,Hemiptera,1,"array([ 3.62088951, -0.3648983 ])"
1588,Palmodes dimidiata,Sphecidae,Hymenoptera,1,"array([ 3.62228499, -0.3020356 ])"
1589,Phoramia terraenovae,Muscidae,Diptera,1,"array([ 3.46201545, -0.32114701])"
1590,Rhipiphorus dimidiatus,Rhipiphoridae,Coleoptera,1,"array([ 3.60701978, -0.0326525 ])"
1591,Rhipiphorus flavipennis,Rhipiphoridae,Coleoptera,1,"array([ 3.543939  , -0.24880043])"
1592,Tachytes harpax,Larridae,Hymenoptera,1,"array([ 3.55393175, -0.31084664])"
1593,Trachandrena obscura,Andrenidae,Hymenoptera,1,"array([ 3.36193633, -0.18370759])"
1594,Trachandrena quintilis,Andrenidae,Hymenoptera,1,"array([ 3.47829941, -0.26326511])"
1595,Pycnanthemum pilosum,Labiatae,,0,"array([3.87479116, 0.57146639])"
1596,Cerceris frontata,Philanthidae,Hymenoptera,1,"array([3.2029541 , 0.13948186])"
1597,Pycnanthemum virginianum,Labiatae,,0,"array([3.88517102, 0.59786891])"
1598,Pyrus coronaria,Rosaceae,,0,"array([4.57681763, 0.61162992])"
1599,Radicula obtusa,Cruciferae,,0,"array([4.08953691, 1.06664512])"
1600,Radicula palustris,Cruciferae,,0,"array([4.00103533, 1.23141609])"
1601,Ranunculus abortivus,Ranunculaceae,,0,"array([4.09739379, 0.99184695])"
1602,Ranunculus fascicularis,Ranunculaceae,,0,"array([4.32662957, 0.95126962])"
1603,Ranunculus recurvatus,Ranunculaceae,,0,"array([4.68380124, 0.93839008])"
1604,Ranunculus septentrionalis,Ranunculaceae,,0,"array([4.51413561, 0.95036517])"
1605,Anthomyia pluvialis,Anthomyidae,Diptera,1,"array([5.24685851, 1.13815252])"
1606,Anthomyia radicum,Anthomyidae,Diptera,1,"array([5.27772906, 0.98590022])"
1607,Centrinus perscillus,Curculionidae,Coleoptera,1,"array([5.18973709, 0.99804968])"
1608,Hylemyia dilatata,Anthomyidae,Diptera,1,"array([5.23287857, 0.92355736])"
1609,Lebia viridis,Carabidae,Coleoptera,1,"array([5.27306075, 1.06407899])"
1610,Mydaea diruta,Anthomyidae,Diptera,1,"array([5.18822255, 1.07865114])"
1611,Rhamnus lanceolata,Rhamnaceae,,0,"array([4.19979674, 0.98569282])"
1612,Xanthogramma felix,Syrphidae,Diptera,1,"array([4.84887989, 1.16986437])"
1613,Rhus canadensis,Anacardiaceae,,0,"array([4.45356871, 1.06324349])"
1614,Lampronota coxalis,Ichneumonidae,Hymenoptera,1,"array([5.20839108, 1.32187868])"
1615,Tetanocera pictipes,Sciomyzidae,Diptera,1,"array([4.92098411, 1.29868497])"
1616,Rhus copallina,Anacardiaceae,,0,"array([3.84403503, 0.74274842])"
1617,Rhus glabra,Anacardiaceae,,0,"array([3.85304609, 0.8771682 ])"
1618,Carceris robertsonii,Philanthidae,Hymenoptera,1,"array([3.22598374, 1.36306581])"
1619,Cerceris insolita,Philanthidae,Hymenoptera,1,"array([3.04962793, 0.66951702])"
1620,Rhus toxicodendron,Anacardiaceae,,0,"array([4.04177662, 1.99017294])"
1621,Ribes gracile,Saxifragaceae,,0,"array([4.3837916 , 0.92367583])"
1622,Robinia pseudacacia,Leguminosae,,0,"array([4.53041181, 0.49121647])"
1623,Rosa humilis,Rosaceae,,0,"array([4.3347239 , 0.79156778])"
1624,Rosa setigera,Rosaceae,,0,"array([4.24049363, 0.87508049])"
1625,Pipiza pistica,Syrphidae,Diptera,1,"array([5.05030528, 0.98008045])"
1626,Xylota angustiventris,Syrphidae,Diptera,1,"array([3.89702634, 1.63303756])"
1627,Rubus canadensis,Rosaceae,,0,"array([4.26664469, 0.80796306])"
1628,Rubus occidentalis,Rosaceae,,0,"array([4.28418209, 0.74334315])"
1629,Rubus villosus,Rosaceae,,0,"array([4.17123092, 0.84289604])"
1630,Rudbeckia hirta,Compositae,,0,"array([3.99935347, 0.47605141])"
1631,Ocyptera argentea,Tachinidae,Diptera,1,"array([ 4.12375128, -0.30406776])"
1632,Odontalictus nigrirostris,Stratiomyidae,Diptera,1,"array([ 3.97639411, -0.29223262])"
1633,Phthiria cincta,Bombyliidae,Diptera,1,"array([ 3.91761758, -0.07365672])"
1634,Phthiria sulphurea,Bombyliidae,Diptera,1,"array([ 4.16733461, -0.14821512])"
1635,Volucella fasciata,Syrphidae,Diptera,1,"array([ 3.91843831, -0.18718525])"
1636,Rudbeckia laciniata,Compositae,,0,"array([4.00350712, 0.43978628])"
1637,Rudbeckia subtomentosa,Compositae,,0,"array([3.90090726, 0.49309623])"
1638,Leucostoma siphonina,Tachinidae,Diptera,1,"array([ 4.04396884, -0.27806138])"
1639,Phthiria aldrichi,Bombyliidae,Diptera,1,"array([ 3.83932843, -0.26253479])"
1640,Rudbeckia triloba,Compositae,,0,"array([3.9131028 , 0.45952345])"
1641,Epigrimyia illinoensis,Tachinidae,Diptera,1,"array([3.11633678, 0.35936136])"
1642,Ruellia ciliosa,Acanthaceae,,0,"array([4.26656923, 0.3990575 ])"
1643,Ruellia strepens,Acanthaceae,,0,"array([5.15784679, 0.58970109])"
1644,Sagittaria latifolia,Alismaceae,,0,"array([3.96676218, 0.65107527])"
1645,Salix amygdaloides,Salicaceae,,0,"array([4.38830833, 1.09378474])"
1646,Andrena salicacea,Andrenidae,Hymenoptera,1,"array([4.80328137, 1.28023664])"
1647,Chrystogaster ontario,Syrphidae,Diptera,1,"array([4.65271019, 1.55010244])"
1648,Cryptocheilus conicus,Pompilidae,Hymenoptera,1,"array([4.66192716, 1.38972292])"
1649,Glypta rufiscutellaris,Ichneumonidae,Hymenoptera,1,"array([4.77379703, 1.51197466])"
1650,Macroxyela ferruginea,Tenthredinidae,Hymenoptera,1,"array([5.09548939, 1.34371271])"
1651,Macrophya epinota,Tenthredinidae,Hymenoptera,1,"array([4.82161755, 1.48893362])"
1652,Macrophya pleuricincta,Tenthredinidae,Hymenoptera,1,"array([5.14318324, 1.28699276])"
1653,Mydaea fusca,Anthomyidae,Diptera,1,"array([4.98212159, 1.43328788])"
1654,Myopa pilosa,Conopidae,Diptera,1,"array([4.70960445, 1.20175651])"
1655,Nomada salicis,Nomadidae,Hymenoptera,1,"array([4.92990104, 1.51073729])"
1656,Rhamphomyia gilvipilosa,Empididae,Diptera,1,"array([4.86239945, 1.35886283])"
1657,Rhamphomyia irregularis,Empididae,Diptera,1,"array([5.08009597, 1.26303588])"
1658,Rhamphomyia limbata,Empididae,Diptera,1,"array([4.48660122, 1.45340516])"
1659,Salix cordata,Salicaceae,,0,"array([4.38177555, 1.14732885])"
1660,Brachypalpus rileyi,Syrphidae,Diptera,1,"array([5.02989982, 1.48234443])"
1661,Chalcomyia aerea,Syrphidae,Diptera,1,"array([5.0403791 , 1.55783362])"
1662,Chloralictus testaceus,Halictidae,Hymenoptera,1,"array([5.10056064, 1.48291129])"
1663,Dolerus bicolor,Tenthredinidae,Hymenoptera,1,"array([4.58602227, 1.5333122 ])"
1664,Euphorocera cinerea,Tachinidae,Diptera,1,"array([5.14180166, 1.41131697])"
1665,Galeruca tuberculata,Chrysomelidae,Coleoptera,1,"array([4.98073794, 1.54599993])"
1666,Lina lapponica,Chrysomelidae,Coleoptera,1,"array([4.91627094, 1.66784844])"
1667,Merapioidus villosus,Syrphidae,Diptera,1,"array([5.12928981, 1.21155257])"
1668,Nematus luteotergum,Tenthredinidae,Hymenoptera,1,"array([4.95419328, 1.61356863])"
1669,Nematus vertebratus,Tenthredinidae,Hymenoptera,1,"array([4.82950996, 1.70376085])"
1670,Nomada simplex,Nomadidae,Hymenoptera,1,"array([5.06476391, 1.41475448])"
1671,Opandrena dubia,Andrenidae,Hymenoptera,1,"array([4.57087547, 1.42913112])"
1672,Salix humilis,Salicaceae,,0,"array([4.25178822, 1.09902781])"
1673,Ellychnia corrusca,Lampyridae,Coleoptera,1,"array([4.73307542, 1.36204598])"
1674,Salix longifolia,Salicaceae,,0,"array([4.15417967, 1.05710622])"
1675,Andrena macoupinensis,Andrenidae,Hymenoptera,1,"array([4.37238591, 1.6036389 ])"
1676,Bibio femoratus,Bibionidae,Diptera,1,"array([4.64349738, 1.50013535])"
1677,Bibio pallipes,Bibionidae,Diptera,1,"array([4.54313105, 1.48170264])"
1678,Chrysochlamys dives,Syrphidae,Diptera,1,"array([4.53623631, 1.74716484])"
1679,Pimpla notanda,Ichneumonidae,Hymenoptera,1,"array([4.77029921, 1.58543416])"
1680,Salix nigra,Salicaceae,,0,"array([4.24551365, 1.06573918])"
1681,Sambucus canadensis,Caprifoliaceae,,0,"array([4.00562761, 1.13897344])"
1682,Spilomyia hamifera,Syrphidae,Diptera,1,"array([3.86765844, 1.88923738])"
1683,Samolus floribundus,Primulaceae,,0,"array([3.11803114, 0.25063738])"
1684,Sanguinaria canadensis,Papaveraceae,,0,"array([4.56131361, 0.94314402])"
1685,Sanicula canadensis,Umbelliferae,,0,"array([4.19727523, 1.34168354])"
1686,Sanicula marilandica,Umbelliferae,,0,"array([4.14769277, 1.35089772])"
1687,Brachystoma robertsonii,Empididae,Diptera,1,"array([4.31475264, 2.05540943])"
1688,Bracon ashmeadi,Braconidae,Hymenoptera,1,"array([4.36675165, 2.10783454])"
1689,Clusia lateralis,Heteroneuridae,Diptera,1,"array([4.4434615 , 2.07724715])"
1690,Sapromyza longipennis,Sapromyzidae,Diptera,1,"array([4.38101641, 2.02454863])"
1691,Saponaria officinalis,Caryophyllaceae,,0,"array([4.64810216, 0.02005898])"
1692,Sassafras variifolium,Lauraceae,,0,"array([4.27378524, 1.29379498])"
1693,Agromyza aeneoventris,Agromyzidae,Diptera,1,"array([4.22169276, 1.6926749 ])"
1694,Empis compta,Empididae,Diptera,1,"array([4.86742627, 1.77189649])"
1695,Hylotoma macleayi,Tenthredinidae,Hymenoptera,1,"array([4.53946822, 1.9723282 ])"
1696,Idiolespa analis,Ichneumonidae,Hymenoptera,1,"array([4.74204065, 1.79428365])"
1697,Monophadnus medius,Tenthredinidae,Hymenoptera,1,"array([4.68325625, 1.83312113])"
1698,Ophion bifoveolatum,Ichneumonidae,Hymenoptera,1,"array([4.80369293, 1.79700261])"
1699,Opisthoneura albidovariata,Tenthredinidae,Hymenoptera,1,"array([4.48674663, 1.92142317])"
1700,Pimpla annulipes,Ichneumonidae,Hymenoptera,1,"array([4.60609174, 1.93831649])"
1701,Pterandrena lauracea,Andrenidae,Hymenoptera,1,"array([4.71614875, 1.88753777])"
1702,Rhamphomyia exigua,Empididae,Diptera,1,"array([4.66726853, 1.92791372])"
1703,Rhamphomyia ravida,Empididae,Diptera,1,"array([4.55245873, 1.90004707])"
1704,Sargus viridis,Stratiomyidae,Diptera,1,"array([4.61481014, 1.85932224])"
1705,Scrophularia marilandica,Scrophulariaceae,,0,"array([3.99418738, 0.68681537])"
1706,Scutellaria canescans,Labiatae,,0,"array([4.39719888, 0.54061859])"
1707,Scutellaria lateriflora,Labiatae,,0,"array([ 4.40762174, -0.37070291])"
1708,Scutellaria parvula,Labiatae,,0,"array([4.342248  , 0.70907254])"
1709,Scutellaria versicolor,Labiatae,,0,"array([4.63667967, 0.49887469])"
1710,Sebatia angularis,Gentianaceae,,0,"array([4.58836157, 0.29585427])"
1711,Senecio aureus,Compositae,,0,"array([4.16315408, 0.67491359])"
1712,Seymeria macrophylla,Scrophulariaceae,,0,"array([4.38943708, 0.29192088])"
1713,Sicyos angulatus,Cucurbitaceae,,0,"array([3.69646362, 0.65026838])"
1714,Sida spinosa,Lythraceae,,0,"array([4.34202982, 0.30195615])"
1715,Silene nivea,Caryophyllaceae,,0,"array([4.91830379, 0.51579447])"
1716,Silene stellata,Caryophyllaceae,,0,"array([5.04396262, 0.20119707])"
1717,Silphium integrifolium,Compositae,,0,"array([4.16990591, 0.29994396])"
1718,Silphium laciniatum,Compositae,,0,"array([4.11771773, 0.47397996])"
1719,Silphium perfoliatum,Compositae,,0,"array([4.13425533, 0.42902194])"
1720,Silphium terebinthinaceum,Compositae,,0,"array([4.28067571, 0.31154656])"
1721,Sisymbrium canescens,Cruciferae,,0,"array([4.32426117, 0.90940882])"
1722,Sisyrinchium angustifolium,Iridaceae,,0,"array([4.3733195 , 0.80278381])"
1723,Sisyrinchium gramineum,Iridaceae,,0,"array([4.9584182 , 0.65872202])"
1724,Sium cicutaefolium,Umbelliferae,,0,"array([3.53778409, 0.95214456])"
1725,Agrothereutes mundus,Ichneumonidae,Hymenoptera,1,"array([2.9829238 , 1.36422798])"
1726,Apanteles illinensis,Braconidae,Hymenoptera,1,"array([2.89804728, 1.38251127])"
1727,Bruchus discoideus,Bruchidae,Coleoptera,1,"array([2.83816217, 1.16149465])"
1728,Bruchus obtectus,Bruchidae,Coleoptera,1,"array([2.8684096, 1.2153085])"
1729,Cerceris echo,Philanthidae,Hymenoptera,1,"array([2.95269276, 1.42628207])"
1730,Coenosia fuscopunctata,Anthomyidae,Diptera,1,"array([2.9713235 , 1.28122467])"
1731,Cremastus retiniae,Ichneumonidae,Hymenoptera,1,"array([3.05683941, 0.87759261])"
1732,Cryptus persimilis,Ichneumonidae,Hymenoptera,1,"array([2.72687768, 0.88912731])"
1733,Ditemnus bidentatus,Lampyridae,Coleoptera,1,"array([2.84064595, 1.09518046])"
1734,Eutelus flavipes,Chalcididae,Hymenoptera,1,"array([2.75381274, 1.01833387])"
1735,Euxesta notata,Ortalidae,Diptera,1,"array([2.93403639, 1.21422063])"
1736,Goniozus cellularis,Bethylidae,Hymenoptera,1,"array([2.78828747, 1.06272107])"
1737,Haltichella xanticles,Chalcididae,Hymenoptera,1,"array([2.79647107, 0.90484701])"
1738,Holochrysis verticalis,Chrysididae,Hymenoptera,1,"array([2.86928822, 1.02438178])"
1739,Hoplisoides nebulosus,Nyssonidae,Hymenoptera,1,"array([2.89539761, 1.27052002])"
1740,Limneria eurycreontis,Ichneumonidae,Hymenoptera,1,"array([3.09337988, 0.75765083])"
1741,Microplitis ceratomiae,Braconidae,Hymenoptera,1,"array([2.92840635, 1.32900485])"
1742,Myrmosa parvula,Myrmosidae,Hymenoptera,1,"array([2.90478012, 1.15352881])"
1743,Ochthera predaceous,Ephydridae,Diptera,1,"array([2.85165061, 1.31394829])"
1744,Plagiotoma obliqua,Trypetidae,Diptera,1,"array([2.89884203, 1.08437905])"
1745,Sturmia distincta,Tachinidae,Diptera,1,"array([2.75602491, 0.95269913])"
1746,Syntomopus americanus,Chalcididae,Hymenoptera,1,"array([2.81974849, 0.98740723])"
1747,Themira putris,Sepsidae,Diptera,1,"array([2.77800094, 1.13375821])"
1748,Trirhoptrasema ashmeadi,Figitidae,Hymenoptera,1,"array([2.8079742 , 1.22198709])"
1749,Smilacina racemosa,Liliaceae,,0,"array([4.32722159, 1.27511136])"
1750,Culex nigripes,Culicidae,Diptera,1,"array([4.52281598, 2.03112546])"
1751,Smilacina stellata,Liliaceae,,0,"array([4.42806884, 1.02880632])"
1752,Sphecodium smilacinae,Halictidae,Hymenoptera,1,"array([3.99116094, 1.39346553])"
1753,Smilax herbacea,Liliaceae,,0,"array([4.08239129, 1.15834322])"
1754,Smilax hispida,Liliaceae,,0,"array([4.29886546, 0.94730381])"
1755,Solanum carolinense,Solanaceae,,0,"array([4.61616319, 0.2289951 ])"
1756,Solanum nigrum,Solanaceae,,0,"array([4.78057662, 0.30976764])"
1757,Solanum rostratum,Solanaceae,,0,"array([ 4.85990089, -0.05210156])"
1758,Solidago canadensis,Compositae,,0,"array([3.66733751, 0.64895975])"
1759,Amobia distincta,Tachinidae,Diptera,1,"array([3.00909555, 0.14371876])"
1760,Bracon simplex,Braconidae,Hymenoptera,1,"array([2.96431619, 0.20202455])"
1761,Bruchus obsoletus,Bruchidae,Coleoptera,1,"array([2.9588205 , 0.26039025])"
1762,Callida punctata,Carabidae,Coleoptera,1,"array([2.9329054 , 0.37551653])"
1763,Carneades velleripennis,Noctuidae,Lepidoptera,1,"array([ 3.3949398 , -0.05757583])"
1764,Conops sylvosus,Conopidae,Diptera,1,"array([2.97888317, 0.32191302])"
1765,Cryptocheilus agenioides,Pompilidae,Hymenoptera,1,"array([2.86529878, 0.37504644])"
1766,Euryceromyia robertsonii,Tachinidae,Diptera,1,"array([3.05841868, 0.10752862])"
1767,Hippodamea glacialiis,Coccinellidae,Coleoptera,1,"array([2.90797925, 0.30775766])"
1768,Perilampus robertsonii,Chalcididae,Hymenoptera,1,"array([3.03091983, 0.20511566])"
1769,Spilomyia quadrifasciata,Syrphidae,Diptera,1,"array([2.89829475, 0.44396148])"
1770,Solidago graminifolia,Compositae,,0,"array([3.82006813, 0.53936429])"
1771,Crambus laqueatellus,Crambidae,Lepidoptera,1,"array([ 3.48182884, -0.19979479])"
1772,Solidago missouriensis,Compositae,,0,"array([3.77307685, 0.6575626 ])"
1773,Silaon inerme,Nyssonidae,Hymenoptera,1,"array([3.28386355, 0.00389141])"
1774,Solidago nemoralis,Compositae,,0,"array([3.75385103, 0.62944189])"
1775,Polidea areos,Tachinidae,Diptera,1,"array([ 3.50215559, -0.11163822])"
1776,Triepeolus pennipes,Tachinidae,Diptera,1,"array([3.04853018, 0.26534847])"
1777,Trypeta solaris,Trypetidae,Diptera,1,"array([3.10320725, 0.17158796])"
1778,Solidago rigida,Compositae,,0,"array([3.85033605, 0.54477893])"
1779,Ageniella petiolata,Pompilidae,Hymenoptera,1,"array([ 3.74616736, -0.27084638])"
1780,Saparnopolius fulvus,Bombyliidae,Diptera,1,"array([ 3.31565008, -0.14316814])"
1781,Solidago serotina,Compositae,,0,"array([3.76219466, 0.21862894])"
1782,Solidago speciosa,Compositae,,0,"array([4.34510268, 0.47724148])"
1783,Solidago ulmifolia,Compositae,,0,"array([3.76623063, 0.60421488])"
1784,Alyson trianguliferus,Nyssonidae,Hymenoptera,1,"array([ 3.31760875, -0.07774255])"
1785,Specularia perfoliata,Campanulaceae,,0,"array([4.12033164, 0.59966122])"
1786,Spiranthes gracilis,Onagraceae,,0,"array([4.68478198, 0.16245004])"
1787,Stachys palustris,Labiatae,,0,"array([4.4203531 , 0.56604226])"
1788,Plusia precationis,Noctuidae,Lepidoptera,1,"array([5.13372053, 0.26128169])"
1789,Staphylea trifolia,Staphyleaceae,,0,"array([4.24182195, 0.93105646])"
1790,Steironema ciliatum,Primulaceae,,0,"array([3.24653868, 0.63563767])"
1791,Steironema lanceolatum,Primulaceae,,0,"array([2.5341675 , 0.42917928])"
1792,Steironema quadriflorum,Primulaceae,,0,"array([3.2971465, 0.38737  ])"
1793,Stellaria longifolia,Caryophyllaceae,,0,"array([4.124537  , 1.00953888])"
1794,Stellaria media,Caryophyllaceae,,0,"array([4.30623334, 1.03751977])"
1795,Borborus equinus,Borboridae,Diptera,1,"array([5.01500226, 1.20928698])"
1796,Pimpla notiva,Ichneumonidae,Hymenoptera,1,"array([5.03426952, 1.14225339])"
1797,Stenanthium angustifolium,Liliaceae,,0,"array([3.60140594, 1.12420245])"
1798,Strophostyles helvola,Leguminosae,,0,"array([3.44214375, 0.72564418])"
1799,Diaplazon sycophanta,Ichneumonidae,Hymenoptera,1,"array([2.70316031, 0.53976552])"
1800,Limneria fura,Ichneumonidae,Hymenoptera,1,"array([2.73574159, 0.44851843])"
1801,Megachile oligolege,Bombidae,Hymenoptera,1,"array([2.68210021, 0.62841988])"
1802,Megachile strophostylis,Bombidae,Hymenoptera,1,"array([2.7247948 , 0.37903012])"
1803,Metoposarcophaga pachyprocta,Sarcophagidae,Diptera,1,"array([2.63610831, 0.5737971 ])"
1804,Mutilla scrupea,Mutillidae,Hymenoptera,1,"array([2.64139418, 0.7604402 ])"
1805,Sarcophaga marginata,Sarcophagidae,Diptera,1,"array([2.63141536, 0.6796676 ])"
1806,Trypoxylon frigidum,Trypoxylidae,Hymenoptera,1,"array([2.66857224, 0.47401677])"
1807,Strophostyles pauciflora,Leguminosae,,0,"array([3.75286577, 0.48441304])"
1808,Stylosanthes biflora,Leguminosae,,0,"array([4.60288039, 0.10170824])"
1809,Symphoricarpos orbicularis,Caprifoliaceae,,0,"array([3.85806085, 0.70811622])"
1810,Aedes vexans,Culicidae,Diptera,1,"array([3.14445033, 0.29676841])"
1811,Poecilopompilus unifasciatus,Pompilidae,Hymenoptera,1,"array([ 3.53910803, -0.04713683])"
1812,Taenidia integerrima,Umbelliferae,,0,"array([3.97161052, 1.10636022])"
1813,Angitia obscura,Ichneumonidae,Hymenoptera,1,"array([4.01623435, 1.88754295])"
1814,Babia 4-guttata,Chrysomelidae,Coleoptera,1,"array([3.76777951, 1.79183975])"
1815,Limnobaris prolixa,Curculionidae,Coleoptera,1,"array([3.96713192, 1.92633684])"
1816,Pharsalia virginiensis,Ichneumonidae,Hymenoptera,1,"array([3.83992717, 1.82781039])"
1817,Taraxacum officinale,Compositae,,0,"array([4.3802299 , 0.96980615])"
1818,Tecoma radicans,Bignoniaceae,,0,"array([3.78078738, 1.08142976])"
1819,Milichiella lucidula,Agromyzidae,Diptera,1,"array([3.61838371, 1.77773856])"
1820,Tapinoma sessile,Formicidae,Hymenoptera,1,"array([3.36040819, 1.68840098])"
1821,Tephrosia virginiana,Leguminosae,,0,"array([ 4.30824839, -0.00594696])"
