# index, label, _pos
571,910,"array([ 0.17295293, -1.56400822])"
572,1210,"array([ 0.18750307, -1.57710653])"
573,191,"array([ 0.34184552, -2.39490358])"
574,911,"array([ 0.30974489, -2.43478503])"
575,1211,"array([ 0.39476658, -2.40000789])"
576,192,"array([ 0.4316873 , -2.96058842])"
577,912,"array([ 0.37604561, -2.96585064])"
578,1212,"array([ 0.46896901, -2.99343567])"
579,193,"array([-0.14657832, -2.06681948])"
580,913,"array([-0.14389114, -2.12168267])"
581,1213,"array([-0.10815925, -2.02503253])"
582,194,"array([-0.00645065, -3.07467102])"
583,914,"array([-0.06047073, -3.057061  ])"
584,1214,"array([-6.56182398e-04, -3.03534039e+00])"
585,195,"array([ 0.24885819, -2.70199201])"
586,915,"array([ 0.2322162 , -2.74979416])"
587,1215,"array([ 0.2176175 , -2.65943362])"
588,196,"array([-0.04410731, -1.78320415])"
589,916,"array([ 0.00463964, -1.79356404])"
590,1216,"array([-0.02813952, -1.73502247])"
591,197,"array([ 0.55565405, -2.36850554])"
592,917,"array([ 0.53555014, -2.3201319 ])"
593,1217,"array([ 0.60778886, -2.38091751])"
594,198,"array([ 0.51748431, -3.17642474])"
595,918,"array([ 0.57718992, -3.16772753])"
596,1218,"array([ 0.47305747, -3.15688282])"
597,199,"array([-0.0216886 , -2.50549395])"
598,919,"array([ 0.00418732, -2.45880204])"
599,1219,"array([ 0.00299601, -2.55557582])"
600,200,"array([-0.05768924, -2.78105727])"
601,920,"array([-0.00533678, -2.79159445])"
602,1220,"array([-0.07895191, -2.82448269])"
603,201,"array([ 0.16793775, -1.73842756])"
604,921,"array([ 0.12409589, -1.72172044])"
605,1221,"array([ 0.22221555, -1.72305195])"
606,202,"array([ 0.17003808, -3.12511284])"
607,922,"array([ 0.20674857, -3.0973276 ])"
608,1222,"array([ 0.11139264, -3.1131387 ])"
609,203,"array([-0.14720581, -1.75036164])"
610,923,"array([-0.09807967, -1.71406878])"
611,1223,"array([-0.16553576, -1.7961022 ])"
612,204,"array([ 0.07764572, -2.18050333])"
613,924,"array([ 0.09494474, -2.22812592])"
614,1224,"array([ 0.0258733 , -2.17484822])"
615,205,"array([ 0.61172989, -2.55040001])"
616,925,"array([ 0.64609339, -2.50828076])"
617,1225,"array([ 0.5576832 , -2.54764932])"
618,206,"array([ 0.7606509, -1.8310921])"
619,926,"array([ 0.70843941, -1.81166021])"
620,1226,"array([ 0.79420325, -1.80118719])"
621,207,"array([ 0.07579008, -2.57299743])"
622,927,"array([ 0.12559391, -2.58423771])"
623,1227,"array([ 0.05413268, -2.52268977])"
624,208,"array([ 0.28129472, -2.42643588])"
625,928,"array([ 0.22844894, -2.42666862])"
626,1228,"array([ 0.31210398, -2.38311354])"
627,209,"array([ 0.48470492, -1.60994007])"
628,929,"array([ 0.52611078, -1.64002224])"
629,1229,"array([ 0.42361001, -1.60748353])"
630,210,"array([ 0.10278148, -2.25036848])"
631,930,"array([ 0.0543692 , -2.23363071])"
632,1230,"array([ 0.11583291, -2.30166093])"
633,211,"array([ 0.34148187, -1.69102429])"
634,931,"array([ 0.28406175, -1.70918214])"
635,1231,"array([ 0.38818614, -1.72022804])"
636,212,"array([ 0.37386015, -2.71547752])"
637,932,"array([ 0.3516215 , -2.67016973])"
638,1232,"array([ 0.34393783, -2.75774095])"
639,213,"array([ 0.85769778, -2.30055516])"
640,933,"array([ 0.87534353, -2.35368289])"
641,1233,"array([ 0.80930081, -2.28778312])"
642,214,"array([ 0.80249004, -1.62566127])"
643,934,"array([ 0.85208839, -1.65684467])"
644,1234,"array([ 0.77453563, -1.63533997])"
645,215,"array([ 0.35406359, -2.10951842])"
646,935,"array([ 0.40630821, -2.11388908])"
647,1235,"array([ 0.32042371, -2.15329231])"
648,216,"array([ 0.66999773, -1.73349326])"
649,936,"array([ 0.64942634, -1.77615858])"
650,1236,"array([ 0.72801374, -1.7377894 ])"
651,217,"array([ 0.89636076, -3.04860695])"
652,937,"array([ 0.86335559, -3.0698261 ])"
653,1237,"array([ 0.84873687, -3.05592083])"
654,218,"array([ 0.51620742, -2.82453989])"
655,938,"array([ 0.56165656, -2.85024161])"
656,1238,"array([ 0.46373661, -2.84350623])"
657,219,"array([ 0.42151745, -1.85572407])"
658,939,"array([ 0.44755546, -1.81511044])"
659,1239,"array([ 0.4489949 , -1.89907871])"
660,220,"array([ 0.56632541, -2.22284183])"
661,940,"array([ 0.59033631, -2.27003789])"
662,1240,"array([ 0.58564452, -2.17380166])"
663,221,"array([ 0.84876218, -2.86523236])"
664,941,"array([ 0.80158874, -2.90031253])"
665,1241,"array([ 0.8564285 , -2.81226716])"
666,222,"array([ 0.24479545, -3.0062745 ])"
667,942,"array([ 0.20131556, -2.9712215 ])"
668,1242,"array([ 0.30399482, -3.00408407])"
669,223,"array([ 0.09663347, -2.85452341])"
670,943,"array([ 0.11884907, -2.90121575])"
671,1243,"array([ 0.12660498, -2.81652456])"
672,224,"array([ 0.71053824, -2.60609534])"
673,944,"array([ 0.74654519, -2.56843022])"
674,1244,"array([ 0.71650656, -2.65998294])"
675,225,"array([ 0.67487502, -2.06615695])"
676,945,"array([ 0.64696333, -2.10883092])"
677,1245,"array([ 0.65516508, -2.01529439])"
678,226,"array([ 0.47290435, -1.96218566])"
679,946,"array([ 0.52597292, -1.95963229])"
680,1246,"array([ 0.43449318, -1.92486454])"
681,227,"array([ 0.8083369 , -2.04341705])"
682,947,"array([ 0.77669394, -1.99755076])"
683,1247,"array([ 0.78727062, -2.09151803])"
684,228,"array([ 0.8632509 , -2.33654648])"
685,948,"array([ 0.81248701, -2.33106498])"
686,1248,"array([ 0.88687495, -2.38626134])"
687,229,"array([ 0.73669775, -2.94918926])"
688,949,"array([ 0.71875703, -2.99542417])"
689,1249,"array([ 0.78501673, -2.91839945])"
690,230,"array([ 1.03503824, -1.91529299])"
691,950,"array([ 1.01582506, -1.86225135])"
692,1250,"array([ 1.07467199, -1.96174188])"
693,231,"array([ 1.04977866, -2.80723103])"
694,951,"array([ 1.05743292, -2.75472092])"
695,1251,"array([ 1.01221403, -2.85498808])"
696,232,"array([ 0.83447977, -2.67623993])"
697,952,"array([ 0.88165877, -2.68583346])"
698,1252,"array([ 0.8275864 , -2.62367135])"
699,233,"array([ 1.01802886, -2.58979394])"
700,953,"array([ 0.97108182, -2.57919301])"
701,1253,"array([ 1.04952568, -2.54450433])"
702,234,"array([ 1.00589969, -1.91773454])"
703,954,"array([ 1.02343552, -1.88294027])"
704,1254,"array([ 0.95311012, -1.897946  ])"
705,235,"array([ 0.53503638, -3.10651143])"
706,955,"array([ 0.55913559, -3.06323257])"
707,1255,"array([ 0.58354127, -3.12276103])"
708,236,"array([ 1.21418985, -2.54841206])"
709,956,"array([ 1.21754583, -2.48812431])"
710,1256,"array([ 1.21547308, -2.57560675])"
711,237,"array([ 1.08838728, -2.22797086])"
712,957,"array([ 1.13324292, -2.23594645])"
713,1257,"array([ 1.06763746, -2.27914392])"
714,238,"array([ 1.09159973, -2.44841858])"
715,958,"array([ 1.06660623, -2.49943262])"
716,1258,"array([ 1.1352628 , -2.43907115])"
717,239,"array([ 1.20276014, -2.17308066])"
718,959,"array([ 1.22184559, -2.2268005 ])"
719,1259,"array([ 1.19005177, -2.11095363])"
720,240,"array([ 1.19708364, -2.31335646])"
721,960,"array([ 1.22529226, -2.28901453])"
722,1260,"array([ 1.18850352, -2.37297237])"
723,241,"array([ 1.13444558, -2.70133113])"
724,961,"array([ 1.09243335, -2.70464696])"
725,1261,"array([ 1.16340707, -2.64779555])"
726,242,"array([ 1.16252338, -2.51978827])"
727,962,"array([ 1.18494832, -2.4675983 ])"
728,1262,"array([ 1.12136676, -2.50965571])"
729,243,"array([ 1.11815654, -2.12459451])"
730,963,"array([ 1.14178483, -2.17996113])"
731,1263,"array([ 1.11768553, -2.06958422])"
732,244,"array([ 1.00482231, -2.44931278])"
733,964,"array([ 1.01893312, -2.50118253])"
734,1264,"array([ 0.95615848, -2.44493354])"
735,245,"array([ 1.09651369, -1.96686036])"
736,965,"array([ 1.06782232, -1.91468285])"
737,1265,"array([ 1.13545488, -2.00536699])"
738,246,"array([ 0.95055397, -2.31713915])"
739,966,"array([ 0.92298568, -2.36301548])"
740,1266,"array([ 0.99740963, -2.32368431])"
741,247,"array([ 0.84442878, -2.7793144 ])"
742,967,"array([ 0.8830714 , -2.73921743])"
743,1267,"array([ 0.83988489, -2.83175211])"
744,248,"array([ 0.93312768, -1.83406263])"
745,968,"array([ 0.97074044, -1.82238356])"
746,1268,"array([ 0.88427098, -1.80394488])"
747,249,"array([ 0.6210205, -2.7760852])"
748,969,"array([ 0.61502679, -2.82745653])"
749,1269,"array([ 0.67084887, -2.74873114])"
750,250,"array([ 0.57509326, -3.19418951])"
751,970,"array([ 0.62000687, -3.17943784])"
752,1270,"array([ 0.60533595, -3.16706606])"
753,251,"array([ 0.45049197, -2.34908043])"
754,971,"array([ 0.48307497, -2.30943713])"
755,1271,"array([ 0.39719318, -2.34396027])"
756,252,"array([ 0.35667713, -1.77726243])"
757,972,"array([ 0.41363418, -1.77562382])"
758,1272,"array([ 0.31877779, -1.74369373])"
759,253,"array([ 0.93940588, -2.67715398])"
760,973,"array([ 0.93677128, -2.62248071])"
761,1273,"array([ 0.90124411, -2.71916068])"
762,254,"array([ 0.80233888, -1.66384182])"
763,974,"array([ 0.85605844, -1.68377229])"
764,1274,"array([ 0.7963903 , -1.70502597])"
765,255,"array([ 0.54440854, -2.04401221])"
766,975,"array([ 0.56350961, -1.99738089])"
767,1275,"array([ 0.5753145 , -2.08539033])"
768,256,"array([ 0.83716479, -2.96151837])"
769,976,"array([ 0.78940891, -2.95103771])"
770,1276,"array([ 0.82129761, -3.00932947])"
771,257,"array([ 0.23631289, -2.3764308 ])"
772,977,"array([ 0.25669431, -2.42468185])"
773,1277,"array([ 0.18441195, -2.36416028])"
774,258,"array([ 0.27501404, -1.56584502])"
775,978,"array([ 0.21594504, -1.5747223 ])"
776,1278,"array([ 0.31975486, -1.58482323])"
777,259,"array([ 0.81484933, -2.23633461])"
778,979,"array([ 0.78835938, -2.28208609])"
779,1279,"array([ 0.79011622, -2.18710133])"
780,260,"array([ 0.8523062 , -1.96204951])"
781,980,"array([ 0.79930537, -1.95193719])"
782,1280,"array([ 0.87463395, -1.91814847])"
783,261,"array([ 0.61965811, -2.99994622])"
784,981,"array([ 0.66532233, -3.01849082])"
785,1281,"array([ 0.56501813, -3.01220946])"
786,262,"array([ 0.62271672, -1.61932282])"
787,982,"array([ 0.58551461, -1.64632488])"
788,1282,"array([ 0.6813045 , -1.63215508])"
789,263,"array([ 0.94008523, -2.9933536 ])"
790,983,"array([ 0.89116901, -3.02969211])"
791,1283,"array([ 0.95798354, -2.94705351])"
792,264,"array([ 0.71578068, -2.56113887])"
793,984,"array([ 0.69899617, -2.51352369])"
794,1284,"array([ 0.76772131, -2.56511563])"
795,265,"array([ 0.18148263, -2.19201648])"
796,985,"array([ 0.14758005, -2.23435122])"
797,1285,"array([ 0.23560492, -2.19396379])"
798,266,"array([ 0.0302084 , -2.91407599])"
799,986,"array([ 0.08277215, -2.93318217])"
800,1286,"array([-0.00321586, -2.94486081])"
801,267,"array([ 0.71644979, -2.17137411])"
802,987,"array([ 0.66668678, -2.16014017])"
803,1287,"array([ 0.73860052, -2.22209103])"
804,268,"array([ 0.51077697, -2.31699721])"
805,988,"array([ 0.56334577, -2.31664098])"
806,1288,"array([ 0.48003594, -2.36021403])"
807,269,"array([ 0.30764342, -3.13313975])"
808,989,"array([ 0.26600153, -3.10361469])"
809,1289,"array([ 0.36869762, -3.13514664])"
810,270,"array([ 0.68851423, -2.49551528])"
811,990,"array([ 0.7365162 , -2.51477639])"
812,1290,"array([ 0.67606518, -2.44388225])"
813,271,"array([ 0.45146835, -3.05631024])"
814,991,"array([ 0.51013832, -3.04170579])"
815,1291,"array([ 0.40579886, -3.02735665])"
816,272,"array([ 0.41797515, -2.02655669])"
817,992,"array([ 0.44000376, -2.07217045])"
818,1292,"array([ 0.44563738, -1.98320605])"
819,273,"array([-0.06571936, -2.44469598])"
820,993,"array([-0.08413714, -2.39243634])"
821,1293,"array([-0.01744179, -2.45865462])"
822,274,"array([-0.01056642, -3.11765372])"
823,994,"array([-0.05993816, -3.0860802 ])"
824,1294,"array([ 0.01729908, -3.11182302])"
825,275,"array([ 0.43842992, -2.63264358])"
826,995,"array([ 0.38603139, -2.62911523])"
827,1295,"array([ 0.47235439, -2.58927213])"
828,276,"array([ 0.12397501, -3.00955782])"
829,996,"array([ 0.14417421, -2.96765462])"
830,1296,"array([ 0.06594478, -3.00383021])"
831,277,"array([-0.10382774, -1.69528263])"
832,997,"array([-0.07040982, -1.67393337])"
833,1297,"array([-0.05602906, -1.68812   ])"
834,278,"array([ 0.28095534, -1.92363524])"
835,998,"array([ 0.23321411, -1.89788961])"
836,1298,"array([ 0.33470354, -1.90939579])"
837,279,"array([ 0.36944565, -2.88431201])"
838,999,"array([ 0.34332514, -2.92570946])"
839,1299,"array([ 0.33996782, -2.84198571])"
840,280,"array([ 0.22567937, -2.52062075])"
841,1000,"array([ 0.20168505, -2.47351893])"
842,1300,"array([ 0.20660176, -2.56963934])"
843,281,"array([-0.05532242, -1.87941909])"
844,1001,"array([-0.00738701, -1.84435869])"
845,1301,"array([-0.06281903, -1.93226754])"
846,282,"array([ 0.54818418, -1.73854568])"
847,1002,"array([ 0.59253661, -1.77326186])"
848,1302,"array([ 0.48878337, -1.74301986])"
849,283,"array([ 0.69469928, -1.88979744])"
850,1003,"array([ 0.6724407 , -1.84287413])"
851,1303,"array([ 0.66435962, -1.92773435])"
852,284,"array([ 0.08126151, -2.14004789])"
853,1004,"array([ 0.0455987 , -2.17928261])"
854,1304,"array([ 0.07604206, -2.08584983])"
855,285,"array([ 0.11605187, -2.6778378 ])"
856,1005,"array([ 0.14476915, -2.63548487])"
857,1305,"array([ 0.13506962, -2.7280162 ])"
858,286,"array([ 0.32395596, -2.78610113])"
859,1006,"array([ 0.27204637, -2.78928462])"
860,1306,"array([ 0.36338128, -2.82391368])"
861,287,"array([-0.01409967, -2.70041281])"
862,1007,"array([ 0.01700068, -2.74622867])"
863,1307,"array([ 0.00643447, -2.65151097])"
864,288,"array([-0.06936272, -2.40512147])"
865,1008,"array([-0.01900397, -2.40847107])"
866,1308,"array([-0.09366338, -2.3555574 ])"
867,289,"array([ 0.05308797, -1.79354506])"
868,1009,"array([ 0.07137055, -1.74639424])"
869,1309,"array([ 0.00578498, -1.82502763])"
870,290,"array([-0.25002353, -2.83452695])"
871,1010,"array([-0.22882292, -2.88492036])"
872,1310,"array([-0.28845054, -2.78763556])"
873,291,"array([-0.25693021, -1.93585521])"
874,1011,"array([-0.26496109, -1.98828445])"
875,1311,"array([-0.21973457, -1.88821038])"
876,292,"array([-0.04213121, -2.06696707])"
877,1012,"array([-0.08944134, -2.05765966])"
878,1312,"array([-0.03500233, -2.11879016])"
879,293,"array([-0.22523869, -2.15467318])"
880,1013,"array([-0.17858736, -2.16530515])"
881,1313,"array([-0.25668923, -2.20017211])"
882,294,"array([-0.2027014 , -2.81688164])"
883,1014,"array([-0.22374526, -2.85479978])"
884,1314,"array([-0.15397086, -2.84348105])"
885,295,"array([ 0.2572592 , -1.64127321])"
886,1015,"array([ 0.2342894, -1.6864421])"
887,1315,"array([ 0.20897801, -1.62371224])"
888,296,"array([-0.42217245, -2.19490582])"
889,1016,"array([-0.42544348, -2.25508768])"
890,1316,"array([-0.42261645, -2.16803159])"
891,297,"array([-0.29762527, -2.51754938])"
892,1017,"array([-0.34232065, -2.50981396])"
893,1317,"array([-0.27705326, -2.46566226])"
894,298,"array([-0.29812213, -2.29439389])"
895,1018,"array([-0.27340081, -2.2432541 ])"
896,1318,"array([-0.34164177, -2.30435813])"
897,299,"array([-0.40695695, -2.57095118])"
898,1019,"array([-0.42761419, -2.51733824])"
899,1319,"array([-0.39133627, -2.63206801])"
900,300,"array([-0.44142275, -2.3992546 ])"
901,1020,"array([-0.44379761, -2.4260992 ])"
902,1320,"array([-0.43696355, -2.33776379])"
903,301,"array([-0.30110278, -2.09162254])"
904,1021,"array([-0.25463105, -2.08765683])"
905,1321,"array([-0.33114291, -2.14353798])"
906,302,"array([-0.3871625 , -2.33411487])"
907,1022,"array([-0.40568892, -2.38840523])"
908,1322,"array([-0.34506694, -2.34098426])"
909,303,"array([-0.39031468, -2.55947518])"
910,1023,"array([-0.40543517, -2.50138498])"
911,1323,"array([-0.39252486, -2.61474324])"
912,304,"array([-0.1969979 , -2.19444528])"
913,1024,"array([-0.20487516, -2.14109669])"
914,1324,"array([-0.14863996, -2.19943516])"
915,305,"array([-0.28337419, -2.85854755])"
916,1025,"array([-0.24627945, -2.90838656])"
917,1325,"array([-0.3217281 , -2.81666093])"
918,306,"array([-0.14427258, -2.32805499])"
919,1026,"array([-0.11280805, -2.28414749])"
920,1326,"array([-0.19197429, -2.31993554])"
921,307,"array([-0.13762857, -1.99675228])"
922,1027,"array([-0.17411849, -2.04097456])"
923,1327,"array([-0.1342931 , -1.94331078])"
924,308,"array([-0.15574098, -2.96839221])"
925,1028,"array([-0.18951916, -2.97516508])"
926,1328,"array([-0.1064277 , -3.00068034])"
927,309,"array([ 0.13192412, -1.89828767])"
928,1029,"array([ 0.14285765, -1.84782418])"
929,1329,"array([ 0.0811803 , -1.92620464])"
930,310,"array([ 0.11583349, -1.58337447])"
931,1030,"array([ 0.08148996, -1.61728418])"
932,1330,"array([ 0.07999513, -1.5970343 ])"
933,311,"array([ 0.32937168, -2.48408989])"
934,1031,"array([ 0.29634345, -2.52512728])"
935,1331,"array([ 0.38209615, -2.48927537])"
936,312,"array([ 0.34641872, -3.0021347 ])"
937,1032,"array([ 0.2879574, -2.998299 ])"
938,1332,"array([ 0.38463406, -3.03639442])"
939,313,"array([-0.09552073, -2.13277317])"
940,1033,"array([-0.08808676, -2.18734649])"
941,1333,"array([-0.05837645, -2.09182949])"
942,314,"array([-0.10814821, -3.01808947])"
943,1034,"array([-0.15876513, -2.98996742])"
944,1334,"array([-0.09808081, -2.97790406])"
945,315,"array([ 0.1769189 , -2.75158356])"
946,1035,"array([ 0.15845212, -2.79735895])"
947,1335,"array([ 0.14419262, -2.70558962])"
948,316,"array([ 0.05679994, -1.76393606])"
949,1036,"array([ 0.106728  , -1.77969826])"
950,1336,"array([ 0.07350853, -1.71566419])"
951,317,"array([ 0.56855227, -2.281114  ])"
952,1037,"array([ 0.54830762, -2.23167338])"
953,1337,"array([ 0.62162386, -2.29252096])"
954,318,"array([ 0.60836971, -3.13366947])"
955,1038,"array([ 0.66513039, -3.11669085])"
956,1338,"array([ 0.56185506, -3.11488344])"
957,319,"array([ 0.05413128, -2.46395513])"
958,1039,"array([ 0.07911252, -2.4161987 ])"
959,1339,"array([ 0.07793514, -2.51382425])"
960,320,"array([ 0.02629458, -2.83705437])"
961,1040,"array([ 0.08190798, -2.83927215])"
962,1340,"array([ 0.00831759, -2.88342919])"
963,321,"array([ 0.14833876, -1.67979237])"
964,1041,"array([ 0.10128215, -1.66587173])"
965,1341,"array([ 0.20508782, -1.66356058])"
966,322,"array([ 0.16923678, -3.06302829])"
967,1042,"array([ 0.20199892, -3.02870142])"
968,1342,"array([ 0.11156837, -3.050248  ])"
969,323,"array([-0.0524781 , -1.71424512])"
970,1043,"array([-4.08766366e-04, -1.68359350e+00])"
971,1343,"array([-0.07168788, -1.7601069 ])"
972,324,"array([ 0.06245071, -2.27072661])"
973,1044,"array([ 0.08407953, -2.31934934])"
974,1344,"array([ 0.0097083 , -2.26493625])"
975,325,"array([ 0.62622717, -2.46040447])"
976,1045,"array([ 0.65709274, -2.41614016])"
977,1345,"array([ 0.57303153, -2.4564021 ])"
978,326,"array([ 0.67870569, -1.76826514])"
979,1046,"array([ 0.62298171, -1.75552752])"
980,1346,"array([ 0.71073425, -1.73689913])"
981,327,"array([ 0.15655032, -2.5416176 ])"
982,1047,"array([ 0.20817388, -2.55101079])"
983,1347,"array([ 0.13682219, -2.49236751])"
984,328,"array([ 0.20768501, -2.37898901])"
985,1048,"array([ 0.155977  , -2.37490678])"
986,1348,"array([ 0.23859943, -2.33444031])"
987,329,"array([ 0.4941613 , -1.67208735])"
988,1049,"array([ 0.53288966, -1.70684399])"
989,1349,"array([ 0.43469724, -1.66952401])"
990,330,"array([ 0.02106305, -2.27467323])"
991,1050,"array([-0.02846662, -2.25565901])"
992,1350,"array([ 0.03134436, -2.32745528])"
993,331,"array([ 0.27035372, -1.75919543])"
994,1051,"array([ 0.21213494, -1.77678349])"
995,1351,"array([ 0.31730658, -1.78309534])"
996,332,"array([ 0.29793584, -2.6645556 ])"
997,1052,"array([ 0.27598528, -2.6163187 ])"
998,1352,"array([ 0.26853764, -2.70605237])"
999,333,"array([ 0.84460833, -2.3966791 ])"
1000,1053,"array([ 0.85566188, -2.4508363 ])"
1001,1353,"array([ 0.79722744, -2.3836804 ])"
1002,334,"array([ 0.89497526, -1.69169944])"
1003,1054,"array([ 0.94241474, -1.72874896])"
1004,1354,"array([ 0.86406388, -1.702909  ])"
1005,335,"array([ 0.4262236, -2.1621855])"
1006,1055,"array([ 0.479114  , -2.16706621])"
1007,1355,"array([ 0.39191805, -2.20512365])"
1008,336,"array([ 0.68914556, -1.81620607])"
1009,1056,"array([ 0.67221571, -1.86317874])"
1010,1356,"array([ 0.74603691, -1.81867675])"
1011,337,"array([ 0.81043609, -3.10044387])"
1012,1057,"array([ 0.76694889, -3.1008511 ])"
1013,1357,"array([ 0.76863733, -3.12188159])"
1014,338,"array([ 0.54895301, -2.90008701])"
1015,1058,"array([ 0.5965261 , -2.92158661])"
1016,1358,"array([ 0.49333469, -2.92002841])"
1017,339,"array([ 0.5017355, -1.8190908])"
1018,1059,"array([ 0.53448137, -1.7826361 ])"
1019,1359,"array([ 0.53278194, -1.86211682])"
1020,340,"array([ 0.64050593, -2.2718594 ])"
1021,1060,"array([ 0.66281152, -2.32057546])"
1022,1360,"array([ 0.66394793, -2.2240232 ])"
1023,341,"array([ 0.75274982, -2.88661878])"
1024,1061,"array([ 0.7014458 , -2.91583512])"
1025,1361,"array([ 0.76186979, -2.83426019])"
1026,342,"array([ 0.21745027, -2.92430883])"
1027,1062,"array([ 0.17712449, -2.88392982])"
1028,1362,"array([ 0.27268707, -2.92247741])"
1029,343,"array([ 0.17234706, -2.91045687])"
1030,1063,"array([ 0.20143606, -2.951898  ])"
1031,1363,"array([ 0.20441643, -2.87258213])"
1032,344,"array([ 0.79586821, -2.5848932 ])"
1033,1064,"array([ 0.83158164, -2.54509615])"
1034,1364,"array([ 0.80290864, -2.63925005])"
1035,345,"array([ 0.59679252, -2.09812796])"
1036,1065,"array([ 0.56802038, -2.14079183])"
1037,1365,"array([ 0.57471746, -2.04733141])"
1038,346,"array([ 0.5424306 , -1.91014289])"
1039,1066,"array([ 0.59677465, -1.90630647])"
1040,1366,"array([ 0.50261264, -1.87079676])"
1041,347,"array([ 0.72158313, -1.99521252])"
1042,1067,"array([ 0.69031982, -1.94931541])"
1043,1367,"array([ 0.70362725, -2.04213557])"
1044,348,"array([ 0.78426264, -2.37571653])"
1045,1068,"array([ 0.7347227 , -2.37413179])"
1046,1368,"array([ 0.80980925, -2.42535648])"
1047,349,"array([ 0.76579874, -3.00763921])"
1048,1069,"array([ 0.74559522, -3.05249092])"
1049,1369,"array([ 0.81662993, -2.97701613])"
1050,350,"array([ 1.0537355 , -1.86075184])"
1051,1070,"array([ 1.02340729, -1.81275342])"
1052,1370,"array([ 1.09365707, -1.909212  ])"
1053,351,"array([ 1.01086715, -2.75817754])"
1054,1071,"array([ 1.01397895, -2.70434213])"
1055,1371,"array([ 0.97320639, -2.80407336])"
1056,352,"array([ 0.91697803, -2.64251635])"
1057,1072,"array([ 0.96452372, -2.64846135])"
1058,1372,"array([ 0.90997114, -2.58876371])"
1059,353,"array([ 0.96370465, -2.52431163])"
1060,1073,"array([ 0.91537615, -2.51442566])"
1061,1373,"array([ 0.99469892, -2.47892252])"
1062,354,"array([ 0.98742996, -1.83435468])"
1063,1074,"array([ 0.99638807, -1.79765797])"
1064,1374,"array([ 0.93502326, -1.80973811])"
1065,355,"array([ 0.61617007, -3.04062975])"
1066,1075,"array([ 0.63489203, -2.99241515])"
1067,1375,"array([ 0.66519636, -3.05632795])"
1068,356,"array([ 1.23071404, -2.43456269])"
1069,1076,"array([ 1.22914092, -2.37338993])"
1070,1376,"array([ 1.23192711, -2.46162785])"
1071,357,"array([ 1.14581193, -2.29411443])"
1072,1077,"array([ 1.18526934, -2.29738536])"
1073,1377,"array([ 1.12528367, -2.34683978])"
1074,358,"array([ 1.07499142, -2.55142263])"
1075,1078,"array([ 1.04514413, -2.6020229 ])"
1076,1378,"array([ 1.12048949, -2.54600125])"
1077,359,"array([ 1.22504442, -2.19973106])"
1078,1079,"array([ 1.22812551, -2.25686432])"
1079,1379,"array([ 1.21000056, -2.13978945])"
1080,360,"array([ 1.23475241, -2.34472315])"
1081,1080,"array([ 1.23550648, -2.3175805 ])"
1082,1380,"array([ 1.23040711, -2.40597168])"
1083,361,"array([ 1.09395342, -2.65171964])"
1084,1081,"array([ 1.04745136, -2.6553301 ])"
1085,1381,"array([ 1.12415713, -2.59989325])"
1086,362,"array([ 1.17858935, -2.40979869])"
1087,1082,"array([ 1.19693669, -2.3553387 ])"
1088,1382,"array([ 1.1365565 , -2.40312404])"
1089,363,"array([ 1.17969978, -2.1842421 ])"
1090,1083,"array([ 1.19614052, -2.24204479])"
1091,1383,"array([ 1.17889815, -2.13011137])"
1092,364,"array([ 0.98963192, -2.54877359])"
1093,1084,"array([ 0.9975119 , -2.60217346])"
1094,1384,"array([ 0.9415428, -2.5437648])"
1095,365,"array([ 1.07903329, -1.88183171])"
1096,1085,"array([ 1.04104654, -1.83282123])"
1097,1385,"array([ 1.11611562, -1.92473913])"
1098,366,"array([ 0.93578233, -2.4166265 ])"
1099,1086,"array([ 0.90472916, -2.46065505])"
1100,1386,"array([ 0.98360995, -2.42461566])"
1101,367,"array([ 0.9299457 , -2.74679937])"
1102,1087,"array([ 0.96685808, -2.70252834])"
1103,1387,"array([ 0.92683565, -2.79999175])"
1104,368,"array([ 0.94424308, -1.7762797 ])"
1105,1088,"array([ 0.97928141, -1.76999167])"
1106,1388,"array([ 0.89555833, -1.74391419])"
1107,369,"array([ 0.66219321, -2.84749364])"
1108,1089,"array([ 0.65180325, -2.89829792])"
1109,1389,"array([ 0.71296995, -2.81868011])"
1110,370,"array([ 0.67734546, -3.16039807])"
1111,1090,"array([ 0.71133629, -3.1264009 ])"
1112,1390,"array([ 0.71300701, -3.14648057])"
1113,371,"array([ 0.46321878, -2.26011754])"
1114,1091,"array([ 0.49577843, -2.21877554])"
1115,1391,"array([ 0.41038988, -2.25458095])"
1116,372,"array([ 0.44472455, -1.73958561])"
1117,1092,"array([ 0.50403056, -1.74228602])"
1118,1392,"array([ 0.40646829, -1.70499535])"
1119,373,"array([ 0.88842596, -2.61127227])"
1120,1093,"array([ 0.88113223, -2.55698338])"
1121,1393,"array([ 0.85150385, -2.65256329])"
1122,374,"array([ 0.90365879, -1.72431557])"
1123,1094,"array([ 0.95356987, -1.75233548])"
1124,1394,"array([ 0.89448068, -1.76461443])"
1125,375,"array([ 0.61801847, -1.99430276])"
1126,1095,"array([ 0.6357108 , -1.94768264])"
1127,1395,"array([ 0.65017402, -2.03958911])"
1128,376,"array([ 0.73793174, -2.9819055 ])"
1129,1096,"array([ 0.68901673, -2.9665303 ])"
1130,1396,"array([ 0.71998555, -3.03000386])"
1131,377,"array([ 0.22379511, -2.46365556])"
1132,1097,"array([ 0.24423787, -2.51269117])"
